Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Hyundai,Tucson,2020,98 000 PLN,47 077 km,Benzyna,Manualna,SUV,1 591 cm3,132 KM,5,Beżowy
Hyundai,i30,2022,65 000 PLN,39 500 km,Benzyna,Manualna,Kombi,1 498 cm3,110 KM,5,Czerwony
Hyundai,i30,2015,31 900 PLN,197 304 km,Diesel,Manualna,Kombi,1 582 cm3,110 KM,5,Czarny
Hyundai,Tucson,2017,73 500 PLN,154 000 km,Diesel,Manualna,SUV,1 995 cm3,136 KM,5,Biały
Hyundai,i30,2009,20 500 PLN,138 821 km,Benzyna,Manualna,Kompakt,1 396 cm3,109 KM,5,Bordowy
Hyundai,i30,2019,62 000 PLN,47 500 km,Benzyna,Manualna,Kombi,1 368 cm3,100 KM,5,Srebrny
Hyundai,i30,2016,31 500 PLN,259 000 km,Diesel,Manualna,Kombi,1 582 cm3,110 KM,5,Czarny
Hyundai,i30,2015,29 900 PLN,249 000 km,Diesel,Manualna,Kombi,1 396 cm3,90 KM,5,Biały
Hyundai,ix35,2015,52 900 PLN,128 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Szary
Hyundai,IONIQ,2019,28 900 PLN,186 226 km,Hybryda,Automatyczna,Kompakt,1 580 cm3,105 KM,5,Szary
Hyundai,Tucson,2023,115 000 PLN,11 100 km,Benzyna,Manualna,SUV,1 598 cm3,150 KM,5,Brązowy
Hyundai,Tucson,2017,72 700 PLN,114 000 km,Benzyna,Manualna,SUV,1 591 cm3,132 KM,5,Czarny
Hyundai,Elantra,2023,39 000 PLN,3 317 km,Benzyna,Automatyczna,Sedan,1 598 cm3,123 KM,4,Niebieski
Hyundai,ix35,2015,55 900 PLN,115 786 km,Benzyna,Manualna,SUV,1 999 cm3,166 KM,5,Czarny
Hyundai,ix35,2013,42 000 PLN,193 500 km,Diesel,Manualna,SUV,1 995 cm3,136 KM,5,Brązowy
Hyundai,i30,2024,118 440 PLN,1 km,Benzyna,Automatyczna,Kombi,1 482 cm3,140 KM,5,Zielony
Hyundai,i30,2010,14 900 PLN,325 000 km,Diesel,Manualna,Auta miejskie,1 582 cm3,90 KM,5,Biały
Hyundai,Tucson,2024,138 900 PLN,1 km,Benzyna,Automatyczna,SUV,1 598 cm3,150 KM,5,Niebieski
Hyundai,ix20,2011,26 200 PLN,136 232 km,Benzyna,Manualna,Auta małe,1 396 cm3,90 KM,5,Błękitny
Hyundai,i40,2013,34 300 PLN,184 300 km,Benzyna,Manualna,Kombi,1 591 cm3,135 KM,5,Czarny
Hyundai,ix35,2012,36 900 PLN,260 000 km,Benzyna,Automatyczna,SUV,1 999 cm3,166 KM,5,Czarny
Hyundai,ix35,2015,49 900 PLN,112 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Czarny
Hyundai,i30,2013,26 500 PLN,305 500 km,Diesel,Manualna,Kompakt,1 582 cm3,110 KM,5,Inny kolor
Hyundai,Elantra,2015,30 000 PLN,252 000 km,Benzyna,Manualna,Sedan,1 591 cm3,132 KM,4,Czarny
Hyundai,Tucson,2021,99 800 PLN,57 000 km,Benzyna,Manualna,SUV,1 598 cm3,150 KM,5,Biały
Hyundai,i20,2011,19 700 PLN,108 149 km,Benzyna,Manualna,Kompakt,1 248 cm3,78 KM,5,Bordowy
Hyundai,i30,2013,24 900 PLN,229 000 km,Benzyna,Manualna,Auta miejskie,1 396 cm3,100 KM,3,Biały
Hyundai,ix35,2010,43 999 PLN,138 304 km,Benzyna,Manualna,SUV,1 998 cm3,163 KM,5,Szary
Hyundai,ix35,2010,42 700 PLN,190 000 km,Diesel,Automatyczna,SUV,1 995 cm3,136 KM,5,Czarny
Hyundai,i30,2023,104 900 PLN,22 248 km,Hybryda,Manualna,Auta miejskie,1 482 cm3,160 KM,5,Szary
Hyundai,ix35,2014,35 900 PLN,230 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Czarny
Hyundai,i30,2024,112 560 PLN,1 km,Benzyna,Automatyczna,Kombi,1 482 cm3,140 KM,5,Szary
Hyundai,Tucson,2006,11 900 PLN,180 000 km,Benzyna,Manualna,SUV,1 975 cm3,141 KM,5,Czarny
Hyundai,i10,2016,22 500 PLN,106 100 km,Benzyna,Manualna,Auta miejskie,1 248 cm3,87 KM,5,Biały
Hyundai,Tucson,2022,124 000 PLN,15 000 km,Hybryda Plug-in,Automatyczna,SUV,1 598 cm3,180 KM,5,Szary
Hyundai,i30,2021,78 900 PLN,99 299 km,Benzyna,Automatyczna,Kompakt,1 482 cm3,159 KM,5,Biały
Hyundai,Tucson,2009,26 900 PLN,204 000 km,Benzyna+LPG,Manualna,SUV,1 975 cm3,141 KM,5,Biały
Hyundai,Tucson,2018,71 500 PLN,128 500 km,Diesel,Automatyczna,SUV,1 598 cm3,136 KM,5,Szary
Hyundai,Tucson,2016,54 500 PLN,302 500 km,Diesel,Manualna,SUV,1 995 cm3,185 KM,5,Szary
Hyundai,i30,2013,21 500 PLN,189 000 km,Diesel,Manualna,Kombi,1 396 cm3,90 KM,5,Czarny
Hyundai,Tucson,2005,15 000 PLN,257 000 km,Benzyna+LPG,Manualna,SUV,1 975 cm3,141 KM,5,Srebrny
Hyundai,i30,2016,29 700 PLN,190 866 km,Diesel,Manualna,Kombi,1 396 cm3,90 KM,5,Srebrny
Hyundai,Tucson,2021,86 900 PLN,82 000 km,Benzyna,Automatyczna,SUV,1 591 cm3,132 KM,5,Inny kolor
Hyundai,Elantra,2021,73 000 PLN,89 986 km,Benzyna,Manualna,Sedan,1 598 cm3,123 KM,4,Czerwony
Hyundai,Tucson,2017,75 555 PLN,119 000 km,Benzyna,Manualna,SUV,1 591 cm3,177 KM,5,Czarny
Hyundai,ix35,2015,49 900 PLN,130 000 km,Diesel,Manualna,SUV,1 685 cm3,115 KM,5,Biały
Hyundai,ix35,2014,55 800 PLN,108 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Srebrny
Hyundai,Tucson,2017,85 900 PLN,88 122 km,Benzyna,Automatyczna,SUV,1 591 cm3,177 KM,5,Czarny
Hyundai,Kona,2022,89 100 PLN,25 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,280 KM,5,Niebieski
Hyundai,Kona,2022,115 500 PLN,18 182 km,Benzyna,Automatyczna,SUV,1 998 cm3,280 KM,5,Biały
Hyundai,NEXO,2021,146 000 PLN,44 800 km,Wodór,Automatyczna,SUV,,163 KM,5,Inny kolor
Hyundai,Tucson,2024,165 476,1 km,Hybryda,Automatyczna,SUV,1 598 cm3,180 KM,5,Szary
Hyundai,i20,2014,21 500 PLN,78 000 km,Benzyna,Manualna,Auta małe,1 248 cm3,85 KM,5,Czarny
Hyundai,ix35,2015,46 990 PLN,225 400 km,Diesel,Manualna,SUV,1 685 cm3,116 KM,5,Czarny
Hyundai,i30,2014,35 000 PLN,77 000 km,Benzyna,Manualna,Kompakt,1 396 cm3,100 KM,5,Biały
Hyundai,i30,2009,14 900 PLN,159 620 km,Benzyna,Manualna,Kombi,1 396 cm3,109 KM,5,Czarny
Hyundai,ix35,2014,44 900 PLN,160 000 km,Diesel,Manualna,SUV,1 685 cm3,115 KM,5,Biały
Hyundai,i30,2008,10 800 PLN,267 729 km,Diesel,Manualna,Kompakt,1 582 cm3,115 KM,5,Czerwony
Hyundai,ix35,2010,36 500 PLN,198 000 km,Benzyna,Manualna,SUV,1 591 cm3,135 KM,5,Czarny
Hyundai,i40,2016,55 227 PLN,161 000 km,Diesel,Automatyczna,Sedan,1 685 cm3,141 KM,5,Brązowy
Hyundai,i20,2016,33 900 PLN,103 153 km,Benzyna,Manualna,Auta małe,1 248 cm3,75 KM,5,Biały
Hyundai,Kona,2018,73 900 PLN,110 000 km,Benzyna,Automatyczna,SUV,1 591 cm3,177 KM,5,Czerwony
Hyundai,i30,2017,25 499 PLN,274 492 km,Diesel,Manualna,Kombi,1 582 cm3,110 KM,5,Biały
Hyundai,i40,2013,35 900 PLN,215 000 km,Benzyna,Manualna,Kombi,1 591 cm3,135 KM,5,Biały
Hyundai,Tucson,2024,173 450 PLN,1 km,Hybryda,Automatyczna,SUV,1 598 cm3,160 KM,5,Inny kolor
Hyundai,i30,2022,96 699,14 841 km,Benzyna,Manualna,Kompakt,1 482 cm3,160 KM,5,Inny kolor
Hyundai,i10,2014,17 200 PLN,141 526 km,Benzyna,Automatyczna,Auta małe,1 248 cm3,87 KM,5,Czarny
Hyundai,i30,2023,76 900 PLN,29 378 km,Benzyna,Automatyczna,Kombi,998 cm3,120 KM,5,Inny kolor
Hyundai,i30,2008,12 500 PLN,240 000 km,Diesel,Manualna,Auta miejskie,1 582 cm3,115 KM,5,Szary
Hyundai,Tucson,2016,68 900 PLN,112 000 km,Benzyna,Manualna,SUV,1 591 cm3,132 KM,5,Inny kolor
Hyundai,Kona,2019,67 900 PLN,122 000 km,Benzyna,Automatyczna,SUV,1 591 cm3,177 KM,5,Biały
Hyundai,Tucson,2016,67 900 PLN,157 201 km,Diesel,Manualna,SUV,1 685 cm3,115 KM,5,Czarny
