Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Citroën,C1,2011,12 500 PLN,136 580 km,Benzyna,Manualna,Auta małe,998 cm3,68 KM,3,Czarny
Citroën,C2,2006,5 858 PLN,160 000 km,Benzyna,Manualna,Auta miejskie,1 124 cm3,60 KM,3,Srebrny
Citroën,C8,2005,11 700 PLN,220 000 km,Benzyna,Manualna,Minivan,1 997 cm3,140 KM,5,Granatowy
Citroën,C4 Picasso,2017,25 900 PLN,99 000 km,Benzyna,Manualna,Minivan,1 199 cm3,130 KM,5,Szary
Citroën,C4 Picasso,2017,25 900 PLN,99 000 km,Benzyna,Manualna,Minivan,1 199 cm3,130 KM,5,Szary
Citroën,C5 Aircross,2019,78 000 PLN,146 000 km,Diesel,Automatyczna,SUV,1 499 cm3,130 KM,5,Biały
Citroën,C3,2023,49 800 PLN,6 661 km,Benzyna,Manualna,Auta miejskie,1 199 cm3,83 KM,5,Szary
Citroën,C2,2003,6 700 PLN,137 000 km,Benzyna,Manualna,Auta małe,1 124 cm3,60 KM,3,Czarny
Citroën,C3,2004,5 500 PLN,193 000 km,Benzyna,Manualna,Auta miejskie,1 360 cm3,75 KM,5,Srebrny
Citroën,DS4,2015,29 500 PLN,241 000 km,Diesel,Manualna,Kompakt,1 560 cm3,120 KM,5,Szary
Citroën,Berlingo,2012,19 600 PLN,203 533 km,Diesel,Manualna,Minivan,1 560 cm3,75 KM,4,Biały
Citroën,Berlingo,2016,42 900 PLN,170 000 km,Diesel,Manualna,Minivan,1 560 cm3,120 KM,5,Biały
Citroën,Berlingo,2012,24 900 PLN,235 000 km,Diesel,Manualna,Minivan,1 560 cm3,75 KM,5,Niebieski
Citroën,Berlingo,2010,21 900 PLN,194 213 km,Diesel,Manualna,Minivan,1 560 cm3,92 KM,5,Srebrny
Citroën,C4 Picasso,2009,14 600 PLN,147 000 km,Benzyna,Manualna,Minivan,1 598 cm3,120 KM,5,Czerwony
Citroën,Berlingo,2009,24 000 PLN,160 000 km,Benzyna,Manualna,Minivan,1 587 cm3,109 KM,5,Czarny
Citroën,C4 Grand Picasso,2012,18 700 PLN,306 000 km,Diesel,Manualna,Minivan,1 997 cm3,150 KM,5,Granatowy
Citroën,C1,2008,13 700 PLN,90 000 km,Benzyna,Automatyczna,Auta małe,998 cm3,68 KM,5,Zielony
Citroën,C3,2007,10 900 PLN,122 400 km,Benzyna,Manualna,Auta miejskie,1 124 cm3,60 KM,5,Czarny
Citroën,Berlingo,2018,69 000 PLN,189 664 km,Diesel,Manualna,Minivan,1 499 cm3,130 KM,5,Srebrny
Citroën,C1,2019,38 900 PLN,40 600 km,Benzyna,Manualna,Auta małe,998 cm3,69 KM,5,Biały
Citroën,C1,2011,11 900 PLN,167 780 km,Benzyna,Manualna,Auta małe,998 cm3,68 KM,5,Czarny
Citroën,C3,2005,4 990 PLN,190 000 km,Benzyna,Manualna,Auta miejskie,1 124 cm3,60 KM,5,Bordowy
Citroën,C4 Picasso,2010,14 000 PLN,273 000 km,Diesel,Manualna,Minivan,1 997 cm3,136 KM,5,Biały
Citroën,C3,2020,15 900 PLN,78 000 km,Diesel,Manualna,Auta miejskie,1 499 cm3,102 KM,5,Czarny
Citroën,C-Elysée,2017,33 500 PLN,94 650 km,Benzyna+LPG,Automatyczna,Sedan,1 587 cm3,115 KM,4,Granatowy
