Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Mitsubishi,ASX,2010,30 900 PLN,178 994 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Szary
Mitsubishi,Outlander,2014,51 000 PLN,180 000 km,Benzyna,Automatyczna,Minivan,1 998 cm3,150 KM,5,Biały
Mitsubishi,Colt,2009,13 500 PLN,173 000 km,Benzyna,Manualna,Kompakt,1 332 cm3,95 KM,5,Szary
Mitsubishi,Eclipse Cross,2018,90 000 PLN,60 000 km,Benzyna,Automatyczna,SUV,1 499 cm3,163 KM,5,Szary
Mitsubishi,Space Star,2013,17 900 PLN,101 200 km,Benzyna,Manualna,Auta miejskie,999 cm3,71 KM,5,Czarny
Mitsubishi,ASX,2015,45 900 PLN,186 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,ASX,2012,29 900 PLN,214 700 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Lancer,1999,210 000 PLN,30 000 km,Benzyna,Manualna,Sedan,1 997 cm3,280 KM,4,Biały
Mitsubishi,ASX,2012,23 900 PLN,146 799 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Czarny
Mitsubishi,Outlander,2013,40 900 PLN,188 000 km,Diesel,Manualna,SUV,2 268 cm3,150 KM,5,Czarny
Mitsubishi,Outlander,2007,14 000 PLN,456 000 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Żółty
Mitsubishi,Pajero,2010,78 500 PLN,192 800 km,Benzyna,Automatyczna,SUV,3 828 cm3,250 KM,5,Biały
Mitsubishi,ASX,2014,45 000 PLN,187 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Błękitny
Mitsubishi,L200,2021,55 000 PLN,55 555 km,Diesel,Automatyczna,SUV,2 268 cm3,185 KM,4,Brązowy
Mitsubishi,Outlander,2012,39 900 PLN,251 500 km,Diesel,Manualna,SUV,2 268 cm3,150 KM,5,Czarny
Mitsubishi,ASX,2010,32 000 PLN,168 000 km,Diesel,Manualna,SUV,1 798 cm3,116 KM,5,Czarny
Mitsubishi,Eclipse Cross,2022,96 700 PLN,65 414 km,Hybryda Plug-in,Automatyczna,SUV,2 360 cm3,98 KM,5,Czarny
Mitsubishi,Outlander,2020,95 000 PLN,66 500 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Biały
Mitsubishi,Lancer Evolution,2013,170 000 PLN,6 000 km,Benzyna,Manualna,Sedan,1 998 cm3,295 KM,4,Czarny
Mitsubishi,ASX,2019,51 900 PLN,100 921 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Biały
Mitsubishi,ASX,2012,34 900 PLN,216 000 km,Benzyna+LPG,Manualna,SUV,1 590 cm3,117 KM,5,Szary
Mitsubishi,ASX,2010,29 999 PLN,206 640 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Outlander,2018,81 700 PLN,98 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Bordowy
Mitsubishi,ASX,2011,38 000 PLN,71 400 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Brązowy
Mitsubishi,ASX,2018,64 900 PLN,115 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Colt,2006,5 900 PLN,124 200 km,Benzyna,Manualna,Kompakt,1 332 cm3,95 KM,3,Srebrny
Mitsubishi,Colt,2008,10 900 PLN,180 000 km,Benzyna,Manualna,Auta małe,1 124 cm3,75 KM,5,Czarny
Mitsubishi,ASX,2016,39 900 PLN,204 150 km,Diesel,Manualna,SUV,1 560 cm3,114 KM,5,Brązowy
Mitsubishi,Outlander,2003,10 500 PLN,320 000 km,Benzyna+LPG,Manualna,SUV,1 997 cm3,136 KM,5,Srebrny
Mitsubishi,Eclipse Cross,2019,41 900 PLN,57 000 km,Benzyna,Automatyczna,SUV,1 499 cm3,163 KM,5,Szary
Mitsubishi,Colt,2023,69 900 PLN,38 km,Benzyna,Manualna,Kompakt,999 cm3,91 KM,5,Biały
Mitsubishi,Eclipse,2018,65 999 PLN,70 864 km,Benzyna,Automatyczna,SUV,1 499 cm3,222 KM,5,Biały
Mitsubishi,Space Star,2015,22 900 PLN,145 000 km,Benzyna,Manualna,Auta miejskie,1 193 cm3,80 KM,5,Biały
Mitsubishi,Pajero,2010,29 900 PLN,286 000 km,Diesel,Automatyczna,SUV,3 200 cm3,200 KM,5,Czarny
Mitsubishi,Eclipse Cross,2019,67 900 PLN,73 000 km,Benzyna,Automatyczna,SUV,1 499 cm3,163 KM,5,Czarny
Mitsubishi,Lancer,2009,18 900 PLN,217 000 km,Benzyna,Manualna,Auta miejskie,1 798 cm3,143 KM,5,Srebrny
Mitsubishi,ASX,2015,52 900 PLN,75 134 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,ASX,2018,56 900 PLN,100 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Biały
Mitsubishi,ASX,2018,57 900 PLN,150 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Lancer,2009,14 900 PLN,196 000 km,Benzyna+LPG,Manualna,Sedan,1 798 cm3,143 KM,4,Złoty
Mitsubishi,Lancer,2009,17 700 PLN,185 000 km,Diesel,Manualna,Kompakt,1 968 cm3,140 KM,5,Czerwony
Mitsubishi,ASX,2010,27 300 PLN,250 111 km,Diesel,Manualna,SUV,1 798 cm3,149 KM,5,Srebrny
Mitsubishi,ASX,2011,28 900 PLN,173 860 km,Diesel,Manualna,Kompakt,1 798 cm3,150 KM,5,Srebrny
Mitsubishi,ASX,2023,85 000 PLN,13 000 km,Benzyna,Manualna,SUV,1 332 cm3,140 KM,5,Czarny
Mitsubishi,Eclipse Cross,2018,89 999 PLN,29 854 km,Benzyna,Automatyczna,SUV,1 499 cm3,163 KM,5,Biały
Mitsubishi,Outlander,2016,89 700 PLN,89 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Brązowy
Mitsubishi,ASX,2018,72 500 PLN,62 112 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Biały
Mitsubishi,Outlander,2017,69 500 PLN,99 000 km,Benzyna+LPG,Automatyczna,SUV,2 360 cm3,170 KM,5,Brązowy
Mitsubishi,ASX,2011,39 900 PLN,116 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Space Star,2018,29 900 PLN,114 000 km,Benzyna,Manualna,Auta miejskie,1 193 cm3,80 KM,5,Szary
Mitsubishi,ASX,2017,55 900 PLN,113 900 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Outlander,2016,59 900 PLN,143 000 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Czarny
Mitsubishi,Outlander,2013,42 000 PLN,254 000 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Inny kolor
Mitsubishi,ASX,2010,25 900 PLN,199 000 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Czarny
Mitsubishi,Space Star,2019,27 900 PLN,49 000 km,Benzyna,Manualna,Kompakt,999 cm3,71 KM,5,Niebieski
Mitsubishi,ASX,2015,43 900 PLN,136 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Szary
Mitsubishi,Eclipse Cross,2019,76 900 PLN,115 766 km,Benzyna,Manualna,SUV,1 499 cm3,163 KM,5,Czerwony
Mitsubishi,Colt,2005,6 400 PLN,191 500 km,Benzyna,Manualna,Kompakt,1 332 cm3,95 KM,5,Czarny
Mitsubishi,Outlander,2012,32 500 PLN,241 372 km,Benzyna,Automatyczna,SUV,1 998 cm3,147 KM,5,Czarny
Mitsubishi,Pajero,2000,26 000 PLN,184 455 km,Benzyna,Automatyczna,SUV,3 497 cm3,202 KM,5,Niebieski
Mitsubishi,ASX,2011,35 900 PLN,163 000 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Czarny
Mitsubishi,Lancer,2009,19 000 PLN,238 000 km,Diesel,Manualna,Sedan,1 968 cm3,140 KM,5,Srebrny
Mitsubishi,Outlander,2015,47 900 PLN,238 200 km,Hybryda Plug-in,Automatyczna,SUV,1 998 cm3,121 KM,5,Szary
Mitsubishi,Space Star,2019,42 000 PLN,54 900 km,Benzyna,Manualna,Auta miejskie,1 193 cm3,80 KM,5,Czerwony
Mitsubishi,ASX,2013,39 900 PLN,144 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Bordowy
Mitsubishi,ASX,2014,41 900 PLN,195 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Outlander,2015,62 900 PLN,67 035 km,Benzyna+LPG,Automatyczna,SUV,2 360 cm3,170 KM,5,Granatowy
Mitsubishi,Lancer,2013,23 800 PLN,82 000 km,Benzyna+LPG,Automatyczna,Sedan,1 998 cm3,152 KM,4,Szary
Mitsubishi,ASX,2018,67 700 PLN,77 222 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Niebieski
Mitsubishi,Outlander,2017,74 000 PLN,151 930 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Szary
Mitsubishi,Outlander,2015,47 990 PLN,103 000 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Czarny
Mitsubishi,Pajero Pinin,2002,7 000 PLN,126 000 km,Benzyna,Manualna,SUV,1 999 cm3,129 KM,5,Niebieski
Mitsubishi,Eclipse Cross,2018,66 900 PLN,98 000 km,Benzyna,Automatyczna,SUV,1 499 cm3,163 KM,5,Biały
Mitsubishi,ASX,2011,39 950 PLN,93 015 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Niebieski
Mitsubishi,ASX,2013,36 900 PLN,280 500 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Czarny
Mitsubishi,Outlander,2012,36 800 PLN,258 970 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Czarny
Mitsubishi,Space Star,2019,27 000 PLN,101 000 km,Benzyna,Manualna,Auta małe,999 cm3,71 KM,5,Biały
Mitsubishi,Lancer,2009,16 900 PLN,288 000 km,Benzyna+LPG,Manualna,Kompakt,1 798 cm3,143 KM,5,Czarny
Mitsubishi,Outlander,2015,71 000 PLN,152 101 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Czarny
Mitsubishi,Space Star,2018,43 000 PLN,29 000 km,Benzyna,Automatyczna,Auta małe,1 193 cm3,80 KM,5,Biały
Mitsubishi,Outlander,2018,69 900 PLN,77 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Srebrny
Mitsubishi,ASX,2017,54 900 PLN,126 370 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Biały
Mitsubishi,Outlander,2010,31 000 PLN,216 029 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Brązowy
Mitsubishi,Colt,2011,17 500 PLN,85 000 km,Benzyna,Manualna,Kompakt,1 332 cm3,95 KM,5,Brązowy
Mitsubishi,Outlander,2010,27 000 PLN,235 000 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Szary
Mitsubishi,ASX,2010,25 000 PLN,240 240 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Błękitny
Mitsubishi,Lancer,2010,8 500 PLN,178 000 km,Benzyna,Manualna,Kompakt,1 499 cm3,109 KM,5,Szary
Mitsubishi,Outlander,2007,20 500 PLN,250 000 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Czarny
Mitsubishi,Pajero,2007,25 500 PLN,376 000 km,Diesel,Automatyczna,SUV,3 200 cm3,170 KM,5,Srebrny
Mitsubishi,ASX,2011,33 600 PLN,153 000 km,Diesel,Manualna,SUV,1 798 cm3,116 KM,5,Czerwony
Mitsubishi,Outlander,2011,32 900 PLN,161 000 km,Diesel,Manualna,SUV,2 268 cm3,177 KM,5,Szary
Mitsubishi,Outlander,2017,65 300 PLN,165 667 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Czarny
Mitsubishi,Outlander,2013,46 900 PLN,192 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Inny kolor
Mitsubishi,ASX,2015,46 500 PLN,96 500 km,Diesel,Manualna,SUV,1 560 cm3,114 KM,5,Brązowy
Mitsubishi,Outlander,2018,102 900 PLN,37 449 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Inny kolor
Mitsubishi,i-MiEV,2018,27 000 PLN,74 000 km,Elektryczny,Automatyczna,Auta małe,,67 KM,5,Biały
Mitsubishi,Lancer,2011,52 900 PLN,205 000 km,Benzyna,Automatyczna,Sedan,1 998 cm3,240 KM,5,Niebieski
Mitsubishi,Colt,2011,13 000 PLN,170 989 km,Benzyna,Manualna,Auta małe,1 332 cm3,95 KM,5,Biały
Mitsubishi,Outlander,2015,64 000 PLN,99 000 km,Diesel,Automatyczna,SUV,2 268 cm3,150 KM,5,Inny kolor
Mitsubishi,Outlander,2012,32 500 PLN,220 000 km,Diesel,Manualna,SUV,2 179 cm3,156 KM,5,Czarny
Mitsubishi,Outlander,2017,75 900 PLN,122 600 km,Benzyna,Automatyczna,SUV,2 360 cm3,170 KM,5,Szary
Mitsubishi,Lancer,2009,22 500 PLN,193 000 km,Benzyna+LPG,Manualna,Kompakt,1 798 cm3,143 KM,5,Srebrny
Mitsubishi,Eclipse Cross,2022,99 900 PLN,49 274 km,Hybryda Plug-in,Automatyczna,SUV,2 360 cm3,98 KM,5,Szary
Mitsubishi,ASX,2017,47 900 PLN,146 000 km,Diesel,Manualna,SUV,1 560 cm3,114 KM,5,Czarny
Mitsubishi,ASX,2013,39 500 PLN,127 500 km,Diesel,Manualna,SUV,1 798 cm3,116 KM,5,Brązowy
Mitsubishi,Pajero,2008,29 000 PLN,340 000 km,Diesel,Automatyczna,SUV,3 200 cm3,170 KM,5,Czarny
Mitsubishi,Colt,2006,6 700 PLN,191 000 km,Benzyna,Manualna,Kompakt,1 332 cm3,95 KM,5,Szary
Mitsubishi,Outlander,2012,45 900 PLN,235 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,149 KM,5,Inny kolor
Mitsubishi,Space Star,2017,24 900 PLN,80 311 km,Benzyna,Manualna,Auta małe,999 cm3,71 KM,5,Biały
Mitsubishi,ASX,2011,29 000 PLN,334 000 km,Benzyna+LPG,Manualna,SUV,1 590 cm3,117 KM,5,Biały
Mitsubishi,Outlander,2019,124 900 PLN,36 515 km,Hybryda Plug-in,Automatyczna,SUV,2 360 cm3,135 KM,5,Czerwony
Mitsubishi,ASX,2010,32 900 PLN,251 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Błękitny
Mitsubishi,ASX,2019,77 000 PLN,25 800 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Brązowy
Mitsubishi,Outlander,2017,77 900 PLN,90 000 km,Diesel,Automatyczna,SUV,2 268 cm3,150 KM,5,Szary
Mitsubishi,Outlander,2008,24 400 PLN,296 996 km,Benzyna+LPG,Manualna,SUV,2 360 cm3,170 KM,5,Czarny
Mitsubishi,Colt,2011,13 900 PLN,127 000 km,Benzyna,Manualna,Auta małe,1 124 cm3,75 KM,3,Czarny
Mitsubishi,Outlander,2020,119 000 PLN,54 200 km,Hybryda Plug-in,Automatyczna,SUV,2 360 cm3,135 KM,5,Biały
Mitsubishi,Outlander,2013,50 000 PLN,163 100 km,Benzyna+LPG,Automatyczna,SUV,2 360 cm3,170 KM,5,Biały
Mitsubishi,Colt,2009,12 999 PLN,184 606 km,Benzyna,Manualna,Auta miejskie,1 332 cm3,95 KM,5,Niebieski
Mitsubishi,Outlander,2004,7 800 PLN,235 000 km,Benzyna+LPG,Manualna,SUV,2 378 cm3,160 KM,5,Czarny
Mitsubishi,Space Star,2013,18 999 PLN,88 400 km,Benzyna,Manualna,Auta małe,999 cm3,71 KM,5,Czarny
Mitsubishi,Space Star,2014,22 900 PLN,120 123 km,Benzyna,Automatyczna,Auta miejskie,1 193 cm3,80 KM,5,Srebrny
Mitsubishi,Space Star,2019,28 500 PLN,35 000 km,Benzyna,Manualna,Auta małe,999 cm3,71 KM,5,Czarny
Mitsubishi,Colt,2023,74 990 PLN,10 km,Benzyna,Manualna,Kompakt,999 cm3,91 KM,5,Czerwony
Mitsubishi,ASX,2019,87 900 PLN,84 000 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Czarny
Mitsubishi,ASX,2015,49 900 PLN,164 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Brązowy
Mitsubishi,ASX,2022,81 900 PLN,3 800 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Czarny
Mitsubishi,Space Star,2003,3 900 PLN,300 000 km,Diesel,Manualna,Minivan,1 870 cm3,102 KM,5,Błękitny
Mitsubishi,Eclipse Cross,2022,114 900 PLN,76 500 km,Hybryda Plug-in,Automatyczna,SUV,2 360 cm3,188 KM,5,Szary
Mitsubishi,Pajero Pinin,2005,18 900 PLN,189 000 km,Benzyna+LPG,Manualna,SUV,1 834 cm3,114 KM,5,Niebieski
Mitsubishi,ASX,2018,66 000 PLN,61 000 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Biały
Mitsubishi,Outlander,2014,56 500 PLN,188 000 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Czerwony
Mitsubishi,Colt,2009,7 300 PLN,170 000 km,Benzyna+LPG,Manualna,Auta małe,1 332 cm3,95 KM,3,Srebrny
Mitsubishi,Pajero,2013,79 000 PLN,114 236 km,Diesel,Automatyczna,SUV,3 200 cm3,200 KM,5,Biały
Mitsubishi,Outlander,2007,20 000 PLN,310 000 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Złoty
Mitsubishi,Outlander,2015,80 500 PLN,91 597 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Czerwony
Mitsubishi,Outlander,2019,88 000 PLN,84 088 km,Benzyna,Manualna,SUV,1 998 cm3,149 KM,5,Czerwony
Mitsubishi,ASX,2011,27 700 PLN,206 200 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Brązowy
Mitsubishi,ASX,2011,32 999 PLN,225 000 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Bordowy
Mitsubishi,ASX,2018,67 900 PLN,132 000 km,Benzyna,Automatyczna,Kompakt,1 998 cm3,150 KM,5,Czarny
Mitsubishi,Outlander,2010,39 999 PLN,169 000 km,Benzyna,Manualna,SUV,1 998 cm3,147 KM,5,Inny kolor
Mitsubishi,L200,2002,33 900 PLN,230 000 km,Diesel,Manualna,SUV,2 477 cm3,115 KM,4,Niebieski
Mitsubishi,Lancer,2010,18 000 PLN,370 000 km,Benzyna+LPG,Manualna,Kompakt,1 798 cm3,143 KM,5,Czarny
Mitsubishi,Outlander,2016,52 500 PLN,149 880 km,Diesel,Automatyczna,SUV,2 268 cm3,150 KM,5,Czarny
Mitsubishi,ASX,2014,37 900 PLN,129 000 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Czerwony
Mitsubishi,Space Star,2017,34 900 PLN,17 000 km,Benzyna,Manualna,Auta miejskie,1 193 cm3,80 KM,5,Biały
Mitsubishi,Pajero,2001,27 000 PLN,344 000 km,Diesel,Automatyczna,SUV,3 200 cm3,165 KM,3,Zielony
Mitsubishi,Outlander,2017,71 000 PLN,148 500 km,Benzyna,Automatyczna,SUV,1 998 cm3,150 KM,5,Granatowy
Mitsubishi,Lancer,2010,20 500 PLN,200 000 km,Benzyna,Automatyczna,Auta miejskie,1 798 cm3,143 KM,5,Czarny
Mitsubishi,Lancer,2008,27 500 PLN,56 500 km,Diesel,Manualna,Kompakt,1 968 cm3,140 KM,5,Czarny
Mitsubishi,Lancer,2011,29 900 PLN,155 421 km,Benzyna,Manualna,Kompakt,1 590 cm3,117 KM,5,Szary
Mitsubishi,ASX,2012,30 900 PLN,211 000 km,Diesel,Manualna,SUV,1 798 cm3,150 KM,5,Brązowy
Mitsubishi,Colt,2011,6 000 PLN,147 000 km,Benzyna,Manualna,Kompakt,1 332 cm3,95 KM,3,Czerwony
Mitsubishi,Pajero,2002,5 000 PLN,395 078 km,Diesel,Automatyczna,SUV,3 200 cm3,165 KM,3,Srebrny
Mitsubishi,Outlander,2017,77 000 PLN,67 029 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Brązowy
Mitsubishi,Lancer,2011,4 600 PLN,307 000 km,Benzyna,Manualna,Sedan,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Eclipse Cross,2018,75 500 PLN,72 000 km,Benzyna,Manualna,SUV,1 499 cm3,163 KM,5,Srebrny
Mitsubishi,ASX,2021,79 900 PLN,29 000 km,Benzyna,Manualna,SUV,1 998 cm3,150 KM,5,Biały
Mitsubishi,L200,2003,16 400 PLN,90 000 km,Diesel,Manualna,SUV,2 477 cm3,136 KM,4,Niebieski
Mitsubishi,ASX,2014,39 900 PLN,175 500 km,Benzyna,Manualna,SUV,1 590 cm3,117 KM,5,Czarny
Mitsubishi,Colt,2009,6 900 PLN,190 196 km,Benzyna,Manualna,Auta małe,1 332 cm3,95 KM,3,Biały
