Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Dodge,Durango,2021,270 600 PLN,74 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Zielony
Dodge,RAM,2019,114 900 PLN,99 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,Journey,2010,25 900 PLN,199 000 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Biały
Dodge,Durango,2016,49 999 PLN,228 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Biały
Dodge,Challenger,2021,184 600 PLN,60 550 km,Benzyna,Automatyczna,Coupe,6 417 cm3,492 KM,2,Bordowy
Dodge,Challenger,2021,239 000 PLN,29 400 km,Benzyna,Automatyczna,Coupe,6 417 cm3,492 KM,2,Zielony
Dodge,Durango,2011,56 000 PLN,338 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Biały
Dodge,Durango,2015,88 000 PLN,240 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,299 KM,5,Biały
Dodge,Charger,2021,185 000 PLN,20 000 km,Benzyna,Automatyczna,Sedan,5 654 cm3,375 KM,4,Biały
Dodge,Durango,2018,184 999,145 000 km,Benzyna,Automatyczna,SUV,6 417 cm3,474 KM,5,Szary
Dodge,Challenger,2016,82 500 PLN,157 200 km,Benzyna,Automatyczna,Coupe,3 604 cm3,305 KM,2,Czerwony
Dodge,Challenger,2014,68 000 PLN,246 000 km,Benzyna,Manualna,Coupe,5 654 cm3,381 KM,2,Szary
Dodge,Journey,2017,55 000 PLN,160 000 km,Benzyna,Automatyczna,Minivan,3 604 cm3,287 KM,5,Biały
Dodge,RAM,2019,235 000 PLN,80 000 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,RAM,1985,59 000 PLN,99 000 km,Benzyna,Manualna,SUV,2 555 cm3,122 KM,2,Granatowy
Dodge,Challenger,2020,209 900 PLN,40 320 km,Benzyna,Automatyczna,Coupe,6 417 cm3,492 KM,2,Niebieski
Dodge,RAM,2019,226 000 PLN,56 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,401 KM,4,Bordowy
Dodge,Durango,2015,46 700 PLN,251 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Czarny
Dodge,Challenger,2017,84 900 PLN,139 000 km,Benzyna,Automatyczna,Coupe,3 604 cm3,309 KM,3,Szary
Dodge,RAM,2017,109 900 PLN,168 213 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,Challenger,2020,159 000 PLN,53 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,372 KM,2,Szary
Dodge,Durango,2012,60 000 PLN,221 000 km,Benzyna+LPG,Automatyczna,SUV,5 645 cm3,365 KM,5,Biały
Dodge,Journey,2017,67 900 PLN,267 386 km,Benzyna+LPG,Automatyczna,SUV,3 605 cm3,288 KM,5,Szary
Dodge,Journey,2008,16 000 PLN,222 000 km,Diesel,Manualna,SUV,1 968 cm3,140 KM,5,Czarny
Dodge,Charger,2020,207 000 PLN,57 437 km,Benzyna,Automatyczna,Sedan,6 417 cm3,492 KM,4,Zielony
Dodge,Grand Caravan,2017,43 900 PLN,184 400 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Biały
Dodge,Charger,2017,85 000 PLN,151 500 km,Benzyna,Automatyczna,Sedan,3 604 cm3,300 KM,4,Szary
Dodge,Challenger,2017,123 000 PLN,184 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,381 KM,2,Czerwony
Dodge,Grand Caravan,2017,67 500 PLN,215 000 km,Benzyna+LPG,Automatyczna,Minivan,3 605 cm3,283 KM,5,Srebrny
Dodge,Challenger,2018,125 000 PLN,54 000 km,Benzyna,Automatyczna,Coupe,6 417 cm3,492 KM,2,Inny kolor
Dodge,Charger,2018,136 000 PLN,130 000 km,Benzyna,Automatyczna,Sedan,6 417 cm3,492 KM,4,Czerwony
Dodge,RAM TRX,2021,170 000 PLN,20 000 km,Benzyna,Automatyczna,SUV,6 200 cm3,712 KM,4,Czerwony
Dodge,RAM,2012,75 900 PLN,190 500 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,Nitro,2008,35 999 PLN,211 976 km,Benzyna,Automatyczna,SUV,3 700 cm3,210 KM,5,Złoty
Dodge,Challenger,2016,89 000 PLN,109 671 km,Benzyna+LPG,Automatyczna,Coupe,5 654 cm3,381 KM,2,Inny kolor
