Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Jeep,Renegade,2018,68 000 PLN,50 000 km,Benzyna,Manualna,SUV,999 cm3,120 KM,5,Zielony
Jeep,Gladiator,2020,220 000 PLN,44 500 km,Benzyna,Automatyczna,SUV,3 604 cm3,285 KM,4,Czarny
Jeep,Renegade,2016,59 999 PLN,125 000 km,Benzyna,Automatyczna,SUV,2 393 cm3,182 KM,5,Czerwony
Jeep,Grand Cherokee,2013,125 900 PLN,161 300 km,Benzyna,Automatyczna,SUV,6 417 cm3,468 KM,5,Czarny
Jeep,Compass,2019,85 485 PLN,50 500 km,Benzyna,Manualna,SUV,1 368 cm3,140 KM,5,Biały
Jeep,Gladiator,2023,279 000 PLN,6 750 km,Diesel,Automatyczna,SUV,2 987 cm3,264 KM,4,Szary
Jeep,Wrangler,2023,306 270 PLN,6 500 km,Hybryda Plug-in,Automatyczna,SUV,1 995 cm3,272 KM,5,Czarny
Jeep,Wrangler,2015,68 500 PLN,162 000 km,Benzyna,Manualna,SUV,3 605 cm3,284 KM,3,Czarny
Jeep,Cherokee,2018,89 000 PLN,75 000 km,Benzyna,Automatyczna,SUV,3 239 cm3,272 KM,5,Bordowy
Jeep,Grand Cherokee,2019,128 000 PLN,50 050 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Biały
Jeep,Grand Cherokee,2015,99 999 PLN,155 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Wrangler,2020,149 000 PLN,34 959 km,Benzyna,Automatyczna,SUV,1 995 cm3,270 KM,3,Czarny
Jeep,Patriot,2014,55 000 PLN,80 000 km,Benzyna,Automatyczna,Kombi,1 998 cm3,160 KM,5,Srebrny
Jeep,Grand Cherokee,2019,169 999 PLN,75 500 km,Benzyna,Automatyczna,SUV,6 417 cm3,468 KM,5,Szary
Jeep,Compass,2018,69 500 PLN,65 890 km,Benzyna+LPG,Automatyczna,SUV,1 368 cm3,170 KM,5,Czarny
Jeep,Grand Cherokee,2015,67 500 PLN,183 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Gladiator,2020,179 000 PLN,29 000 km,Diesel,Manualna,SUV,2 987 cm3,264 KM,4,Czarny
Jeep,Wrangler,2013,81 900 PLN,235 000 km,Benzyna,Automatyczna,SUV,3 605 cm3,284 KM,3,Srebrny
Jeep,Grand Cherokee,2001,14 000 PLN,330 000 km,Benzyna+LPG,Automatyczna,SUV,3 958 cm3,193 KM,5,Czarny
Jeep,Grand Cherokee,2019,137 500 PLN,57 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Grand Cherokee,2013,75 900 PLN,236 000 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Szary
Jeep,Grand Cherokee,2012,59 000 PLN,218 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Gladiator,2020,239 900 PLN,39 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,290 KM,4,Szary
Jeep,Wrangler,2008,67 900 PLN,119 750 km,Benzyna,Automatyczna,SUV,3 778 cm3,199 KM,3,Bordowy
Jeep,Grand Cherokee,2019,125 900 PLN,64 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,286 KM,5,Biały
Jeep,Grand Cherokee,2018,116 800 PLN,98 456 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Renegade,2014,38 900 PLN,104 669 km,Diesel,Manualna,SUV,1 956 cm3,140 KM,5,Inny kolor
Jeep,Renegade,2016,52 000 PLN,121 915 km,Benzyna,Manualna,SUV,1 368 cm3,140 KM,5,Biały
Jeep,Compass,2021,88 900 PLN,108 200 km,Hybryda Plug-in,Automatyczna,SUV,1 332 cm3,180 KM,5,Niebieski
Jeep,Wrangler,2024,304 900 PLN,20 km,Benzyna,Automatyczna,SUV,1 995 cm3,272 KM,5,Czarny
Jeep,Compass,2019,79 900 PLN,30 000 km,Benzyna,Automatyczna,SUV,2 359 cm3,170 KM,5,Niebieski
Jeep,Renegade,2015,54 000 PLN,114 300 km,Benzyna,Manualna,SUV,1 368 cm3,170 KM,5,Pomarańczowy
Jeep,Liberty,2006,42 500 PLN,74 900 km,Diesel,Automatyczna,SUV,2 776 cm3,163 KM,5,Niebieski
Jeep,Grand Cherokee,2015,54 000 PLN,207 500 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Czarny
Jeep,Cherokee,2018,81 500 PLN,67 000 km,Benzyna,Automatyczna,SUV,2 400 cm3,177 KM,5,Granatowy
Jeep,Compass,2019,91 000 PLN,70 182 km,Benzyna,Automatyczna,SUV,1 368 cm3,170 KM,5,Biały
Jeep,Wrangler,2019,169 900 PLN,106 000 km,Benzyna,Automatyczna,SUV,1 995 cm3,272 KM,5,Czarny
Jeep,Grand Cherokee,2014,94 800 PLN,108 323 km,Diesel,Automatyczna,SUV,2 987 cm3,241 KM,5,Czarny
Jeep,Grand Cherokee,2014,95 000 PLN,163 531 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Czarny
Jeep,Cherokee,2020,102 900 PLN,44 500 km,Benzyna,Automatyczna,SUV,3 239 cm3,270 KM,5,Czarny
Jeep,Liberty,2010,23 500 PLN,170 000 km,Benzyna,Automatyczna,SUV,3 700 cm3,210 KM,5,Srebrny
Jeep,Cherokee,2016,79 000 PLN,180 000 km,Diesel,Automatyczna,SUV,2 184 cm3,200 KM,5,Biały
Jeep,Renegade,2017,59 900 PLN,91 345 km,Benzyna,Automatyczna,SUV,2 360 cm3,185 KM,5,Żółty
Jeep,Grand Cherokee,2015,67 800 PLN,191 000 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Czarny
Jeep,Grand Cherokee,2016,109 000 PLN,149 355 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Inny kolor
Jeep,Grand Cherokee,2017,103 000 PLN,178 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Grand Cherokee,2024,404 000 PLN,1 km,Hybryda Plug-in,Automatyczna,SUV,1 995 cm3,272 KM,5,Czarny
Jeep,Commander,2007,47 950 PLN,256 239 km,Diesel,Automatyczna,SUV,2 987 cm3,218 KM,5,Srebrny
